49.1160         49,1160
49.5323         49,5323
50.0390         50,0390
50.5708         50,5708
48.3744         48,3744
49.2717         49,2717
49.3341         49,3341
50.1144         50,1144
50.4128         50,4128
50.4040         50,4040
50.7045         50,7045
50.0445         50,0445
49.7657         49,7657
50.3432         50,3432
51.9074         51,9074
51.4935         51,4935
51.4437         51,4437
52.3925         52,3925
50.4812         50,4812
50.9628         50,9628
48.4949         48,4949
49.5392         49,5392
48.3309         48,3309
49.0277         49,0277
50.0870         50,0870
52.0539         52,0539
48.8667         48,8667
50.5580         50,5580
50.0759         50,0759
48.6075         48,6075
50.4626         50,4626
50.4358         50,4358
47.3305         47,3305
50.1232         50,1232
51.3233         51,3233
51.3266         51,3266
50.8014         50,8014
49.2865         49,2865
52.4363         52,4363
48.7510         48,7510
49.4731         49,4731
50.6082         50,6082
51.1239         51,1239
49.4938         49,4938
50.3662         50,3662
48.8791         48,8791
50.3421         50,3421
49.8894         49,8894
49.4577         49,4577
50.6413         50,6413
48.9005         48,9005
47.3789         47,3789
50.6457         50,6457
49.9003         49,9003
50.9616         50,9616
50.4452         50,4452
50.0048         50,0048
48.5535         48,5535
49.8648         49,8648
50.8450         50,8450
50.2642         50,2642
49.6778         49,6778
50.3896         50,3896
47.3724         47,3724
49.9476         49,9476
49.2081         49,2081
51.9666         51,9666
49.1272         49,1272
50.6145         50,6145
49.5617         49,5617
50.3424         50,3424
48.7572         48,7572
50.9406         50,9406
50.1559         50,1559
48.3059         48,3059
50.6261         50,6261
48.5602         48,5602
50.0896         50,0896
50.2388         50,2388
49.0042         49,0042
49.8172         49,8172
49.4216         49,4216
51.2623         51,2623
49.8689         49,8689
49.5049         49,5049
48.8794         48,8794
48.8228         48,8228
50.2800         50,2800
48.4679         48,4679
49.9486         49,9486
48.3652         48,3652
51.1970         51,1970
49.6534         49,6534
49.7076         49,7076
49.4293         49,4293
50.2170         50,2170
48.3382         48,3382
49.5584         49,5584
48.4485         48,4485
50.4853         50,4853
49.0872         49,0872
49.4228         49,4228
49.9038         49,9038
50.1178         50,1178
49.1172         49,1172
48.1383         48,1383
49.2316         49,2316
50.4375         50,4375
50.9384         50,9384
49.7431         49,7431
49.7353         49,7353
49.9490         49,9490
49.7746         49,7746
50.8477         50,8477
52.3840         52,3840
49.8545         49,8545
50.2935         50,2935
50.6012         50,6012
49.0157         49,0157
49.7843         49,7843
50.1198         50,1198
48.3749         48,3749
50.1182         50,1182
49.8456         49,8456
50.1350         50,1350
49.0899         49,0899
50.2933         50,2933
49.5615         49,5615
49.4441         49,4441
50.5448         50,5448
50.5787         50,5787
49.9948         49,9948
50.1677         50,1677
51.8003         51,8003
49.1846         49,1846
50.7629         50,7629
49.0813         49,0813
49.8448         49,8448
51.7830         51,7830
49.8829         49,8829
50.0851         50,0851
49.5485         49,5485
50.2537         50,2537
49.5341         49,5341
51.7960         51,7960
51.7137         51,7137
48.6778         48,6778
49.6913         49,6913
48.7330         48,7330
49.7525         49,7525
50.9756         50,9756
49.5477         49,5477
49.0035         49,0035
48.2751         48,2751
48.4315         48,4315
51.4170         51,4170
50.0603         50,0603
49.2751         49,2751
49.5686         49,5686
50.8835         50,8835
49.0646         49,0646
49.4527         49,4527
48.3542         48,3542
49.0289         49,0289
47.9198         47,9198
52.4721         52,4721
49.7812         49,7812
51.2289         51,2289
51.6719         51,6719
51.5345         51,5345
49.1748         49,1748
50.5500         50,5500
49.5692         49,5692
50.2442         50,2442
50.4380         50,4380
47.3194         47,3194
49.5550         49,5550
49.1205         49,1205
48.8075         48,8075
50.0351         50,0351
48.6631         48,6631
49.8252         49,8252
48.5905         48,5905
49.3800         49,3800
50.7062         50,7062
48.8524         48,8524
50.8800         50,8800
49.3415         49,3415
50.5002         50,5002
51.1812         51,1812
48.8996         48,8996
50.0793         50,0793
49.4204         49,4204
49.4442         49,4442
49.2980         49,2980
47.6699         47,6699
47.9467         47,9467
50.4713         50,4713
49.4225         49,4225
49.7593         49,7593
51.0583         51,0583
50.3255         50,3255
50.9628         50,9628
48.5333         48,5333
47.1504         47,1504
51.8777         51,8777
50.1088         50,1088
48.9463         48,9463
49.0010         49,0010
49.5351         49,5351
50.1398         50,1398
48.9886         48,9886
52.1824         52,1824
50.8432         50,8432
50.5711         50,5711
48.7615         48,7615
50.8908         50,8908
48.4879         48,4879
49.3399         49,3399
49.2439         49,2439
50.2030         50,2030
47.8029         47,8029
47.7953         47,7953
51.1732         51,1732
50.1230         50,1230
49.6866         49,6866
49.3633         49,3633
49.7271         49,7271
50.1442         50,1442
51.5072         51,5072
50.5598         50,5598
50.4551         50,4551
48.8195         48,8195
49.0477         49,0477
50.5964         50,5964
50.5723         50,5723
50.5556         50,5556
50.0120         50,0120
50.0185         50,0185
50.7912         50,7912
48.9052         48,9052
49.8143         49,8143
50.5881         50,5881
48.7549         48,7549
50.2814         50,2814
50.9861         50,9861
50.8385         50,8385
50.8602         50,8602
49.0843         49,0843
50.1789         50,1789
49.6684         49,6684
49.2139         49,2139
51.5367         51,5367
48.9810         48,9810
47.8753         47,8753
51.2985         51,2985
50.8236         50,8236
50.4449         50,4449
50.9431         50,9431
49.5620         49,5620
50.3186         50,3186
50.5184         50,5184
48.6750         48,6750
50.8488         50,8488
50.0017         50,0017
49.3587         49,3587
49.7713         49,7713
49.2034         49,2034
50.6932         50,6932
50.5549         50,5549
51.6184         51,6184
50.1330         50,1330
49.3516         49,3516
48.6480         48,6480
49.1522         49,1522
50.2028         50,2028
50.5598         50,5598
47.5620         47,5620
51.0508         51,0508
51.1272         51,1272
49.6034         49,6034
48.8227         48,8227
51.1099         51,1099
50.8670         50,8670
49.5752         49,5752
50.6965         50,6965
50.5062         50,5062
49.4457         49,4457
50.0737         50,0737
50.1773         50,1773
51.2933         51,2933
48.1329         48,1329
48.7952         48,7952
50.0929         50,0929
48.3963         48,3963
50.8295         50,8295
49.4234         49,4234
50.5697         50,5697
50.4187         50,4187
49.0463         49,0463
50.6363         50,6363
50.7970         50,7970
48.4729         48,4729
50.5882         50,5882
50.1535         50,1535
49.3503         49,3503
47.7350         47,7350
52.4287         52,4287
49.6665         49,6665
50.3997         50,3997
51.1793         51,1793
49.6025         49,6025
50.5183         50,5183
50.0695         50,0695
48.2723         48,2723
50.7783         50,7783
51.7127         51,7127
51.6135         51,6135
49.2566         49,2566
50.0360         50,0360
49.1720         49,1720
49.2917         49,2917
48.8876         48,8876
48.9526         48,9526
49.0278         49,0278
48.6547         48,6547
47.3458         47,3458
51.0186         51,0186
48.9603         48,9603
50.9443         50,9443
49.5366         49,5366
50.6617         50,6617
48.8683         48,8683
51.3143         51,3143
49.0697         49,0697
49.7315         49,7315
48.8397         48,8397
50.8498         50,8498
50.4406         50,4406
49.8110         49,8110
50.7960         50,7960
49.2029         49,2029
49.8910         49,8910
49.4082         49,4082
51.7544         51,7544
48.6928         48,6928
49.9621         49,9621
49.4472         49,4472
49.8340         49,8340
48.5754         48,5754
50.4576         50,4576
53.0459         53,0459
49.1891         49,1891
48.9046         48,9046
47.3683         47,3683
48.8555         48,8555
49.5812         49,5812
50.0369         50,0369
50.9525         50,9525
49.1106         49,1106
50.6118         50,6118
49.1802         49,1802
50.5752         50,5752
50.1099         50,1099
49.8977         49,8977
50.9359         50,9359
49.8041         49,8041
50.6171         50,6171
49.9447         49,9447
50.1290         50,1290
49.4806         49,4806
50.2724         50,2724
50.8356         50,8356
50.3695         50,3695
49.6608         49,6608
50.8945         50,8945
50.0838         50,0838
49.9172         49,9172
49.2545         49,2545
46.7991         46,7991
51.4307         51,4307
51.1751         51,1751
51.1715         51,1715
49.8169         49,8169
48.8494         48,8494
49.4805         49,4805
51.9033         51,9033
49.4701         49,4701
48.5372         48,5372
47.9155         47,9155
50.9073         50,9073
50.0377         50,0377
49.8144         49,8144
51.2234         51,2234
49.8208         49,8208
49.8939         49,8939
49.0854         49,0854
49.2659         49,2659
50.3796         50,3796
48.1339         48,1339
48.3580         48,3580
50.2897         50,2897
49.9700         49,9700
50.1776         50,1776
49.7300         49,7300
50.3494         50,3494
49.4730         49,4730
51.8291         51,8291
50.4001         50,4001
50.9665         50,9665
50.3834         50,3834
50.5085         50,5085
49.1493         49,1493
48.5147         48,5147
49.1992         49,1992
50.4537         50,4537
50.7072         50,7072
49.5897         49,5897
48.5663         48,5663
48.7571         48,7571
51.1893         51,1893
49.6061         49,6061
47.6112         47,6112
49.4784         49,4784
49.0683         49,0683
49.8237         49,8237
49.7747         49,7747
50.7754         50,7754
49.4476         49,4476
49.9951         49,9951
51.0272         51,0272
50.7807         50,7807
50.3127         50,3127
49.5441         49,5441
50.2241         50,2241
50.8543         50,8543
49.8753         49,8753
47.7625         47,7625
48.7313         48,7313
50.7471         50,7471
49.3935         49,3935
49.6395         49,6395
51.6113         51,6113
49.0430         49,0430
51.4663         51,4663
50.5962         50,5962
50.4297         50,4297
50.5904         50,5904
49.1783         49,1783
49.7930         49,7930
47.2999         47,2999
48.9420         48,9420
49.3960         49,3960
48.4608         48,4608
48.7996         48,7996
51.1923         51,1923
49.0751         49,0751
51.0901         51,0901
50.3002         50,3002
52.0911         52,0911
52.3367         52,3367
48.8733         48,8733
51.4027         51,4027
50.1493         50,1493
51.3205         51,3205
50.1999         50,1999
49.2542         49,2542
50.8998         50,8998
51.7164         51,7164
50.5924         50,5924
50.8964         50,8964
47.7000         47,7000
49.2681         49,2681
50.2292         50,2292
48.9810         48,9810
50.7283         50,7283
50.6167         50,6167
49.1518         49,1518
50.1283         50,1283
51.0714         51,0714
49.5512         49,5512
51.4364         51,4364
49.9521         49,9521
48.4230         48,4230
49.6227         49,6227
50.7444         50,7444
50.1458         50,1458
50.0741         50,0741
50.1488         50,1488
50.3410         50,3410
51.0357         51,0357
49.0348         49,0348
50.1154         50,1154
51.0502         51,0502
50.4783         50,4783
48.7584         48,7584
52.1232         52,1232
50.4573         50,4573
51.1933         51,1933
48.3206         48,3206
48.9689         48,9689
50.5803         50,5803
50.5863         50,5863
49.9123         49,9123
50.0831         50,0831
50.4363         50,4363
51.4795         51,4795
51.4418         51,4418
49.3773         49,3773
50.0050         50,0050
51.5157         51,5157
49.7873         49,7873
50.7832         50,7832
50.1503         50,1503
50.9660         50,9660
49.9178         49,9178
53.4027         53,4027
51.6585         51,6585
50.0054         50,0054
50.4602         50,4602
49.2692         49,2692
51.0526         51,0526
49.7739         49,7739
50.2365         50,2365
49.3710         49,3710
49.4190         49,4190
50.6778         50,6778
50.7707         50,7707
50.8507         50,8507
50.6962         50,6962
49.4881         49,4881
50.2529         50,2529
50.1381         50,1381
48.1951         48,1951
50.6411         50,6411
49.7827         49,7827
50.2282         50,2282
48.8824         48,8824
49.4468         49,4468
51.1635         51,1635
48.9677         48,9677
51.9959         51,9959
50.3917         50,3917
50.5613         50,5613
50.2378         50,2378
49.1173         49,1173
48.1587         48,1587
48.9176         48,9176
48.7812         48,7812
50.9672         50,9672
48.2470         48,2470
50.1911         50,1911
49.3760         49,3760
51.2241         51,2241
51.1680         51,1680
51.8424         51,8424
51.0815         51,0815
50.0045         50,0045
49.2344         49,2344
49.5569         49,5569
48.8608         48,8608
48.9952         48,9952
50.0390         50,0390
50.7434         50,7434
50.0674         50,0674
49.8296         49,8296
49.4444         49,4444
51.0636         51,0636
50.5744         50,5744
48.5070         48,5070
50.0026         50,0026
51.0716         51,0716
50.4214         50,4214
49.7972         49,7972
49.9096         49,9096
48.7937         48,7937
51.2942         51,2942
49.5935         49,5935
49.9160         49,9160
49.9876         49,9876
50.7478         50,7478
50.3475         50,3475
50.8741         50,8741
50.7871         50,7871
50.6541         50,6541
50.3754         50,3754
48.4297         48,4297
50.0873         50,0873
49.4940         49,4940
51.0569         51,0569
49.9071         49,9071
51.2512         51,2512
50.2893         50,2893
51.5910         51,5910
49.5425         49,5425
49.4746         49,4746
50.7465         50,7465
51.0298         51,0298
50.6801         50,6801
49.1783         49,1783
49.7292         49,7292
49.8203         49,8203
50.0158         50,0158
49.3151         49,3151
49.5394         49,5394
49.6093         49,6093
49.4193         49,4193
50.0676         50,0676
50.3452         50,3452
48.5615         48,5615
49.9054         49,9054
50.5999         50,5999
49.8285         49,8285
50.4662         50,4662
50.0552         50,0552
51.8642         51,8642
50.2230         50,2230
49.8345         49,8345
51.3570         51,3570
50.5318         50,5318
49.2399         49,2399
51.3891         51,3891
50.8644         50,8644
50.1030         50,1030
51.2831         51,2831
52.5640         52,5640
50.4310         50,4310
49.1889         49,1889
49.5564         49,5564
51.4051         51,4051
47.6112         47,6112
50.1768         50,1768
50.8252         50,8252
49.9568         49,9568
49.8048         49,8048
49.6333         49,6333
50.4967         50,4967
51.1150         51,1150
50.1422         50,1422
48.7600         48,7600
49.7338         49,7338
50.7116         50,7116
49.7325         49,7325
50.0020         50,0020
50.3891         50,3891
49.3954         49,3954
50.6124         50,6124
50.8120         50,8120
50.6608         50,6608
51.2199         51,2199
49.9550         49,9550
50.1866         50,1866
48.7122         48,7122
49.8780         49,8780
51.0426         51,0426
50.6475         50,6475
50.7525         50,7525
50.1613         50,1613
50.3825         50,3825
48.5459         48,5459
50.7557         50,7557
49.1747         49,1747
49.3786         49,3786
49.2875         49,2875
48.7254         48,7254
49.2093         49,2093
49.2949         49,2949
49.4779         49,4779
51.5818         51,5818
50.2778         50,2778
50.2006         50,2006
49.4516         49,4516
50.6102         50,6102
49.8509         49,8509
50.5625         50,5625
49.5046         49,5046
50.6166         50,6166
49.3829         49,3829
48.7617         48,7617
50.2052         50,2052
48.5112         48,5112
47.9463         47,9463
51.4841         51,4841
51.1498         51,1498
50.5833         50,5833
50.7297         50,7297
51.2080         51,2080
49.5206         49,5206
52.0390         52,0390
50.1051         50,1051
49.6519         49,6519
51.2038         51,2038
48.9540         48,9540
48.9326         48,9326
50.3813         50,3813
50.1606         50,1606
48.2205         48,2205
48.9243         48,9243
52.4578         52,4578
51.1010         51,1010
49.2561         49,2561
49.4150         49,4150
50.8128         50,8128
50.1067         50,1067
48.3003         48,3003
51.0137         51,0137
49.3070         49,3070
49.7035         49,7035
48.2808         48,2808
51.1627         51,1627
50.7676         50,7676
50.1990         50,1990
50.1736         50,1736
50.3049         50,3049
50.7418         50,7418
50.5094         50,5094
50.1956         50,1956
51.0140         51,0140
49.3880         49,3880
50.2715         50,2715
49.8315         49,8315
49.7182         49,7182
50.5834         50,5834
50.3615         50,3615
50.0176         50,0176
48.3840         48,3840
51.2344         51,2344
50.2110         50,2110
50.5120         50,5120
49.6306         49,6306
49.5752         49,5752
48.7242         48,7242
49.8463         49,8463
49.5028         49,5028
51.2926         51,2926
49.7382         49,7382
50.4072         50,4072
50.4749         50,4749
49.4437         49,4437
50.2605         50,2605
50.0760         50,0760
49.8312         49,8312
51.7978         51,7978
49.0581         49,0581
49.5221         49,5221
49.4354         49,4354
50.3706         50,3706
50.5394         50,5394
49.1394         49,1394
49.6124         49,6124
49.8598         49,8598
50.4116         50,4116
49.9568         49,9568
51.7833         51,7833
49.9136         49,9136
50.8062         50,8062
48.5354         48,5354
50.3765         50,3765
49.3429         49,3429
50.0051         50,0051
50.2554         50,2554
49.8972         49,8972
50.1023         50,1023
49.5143         49,5143
50.1341         50,1341
47.9206         47,9206
50.7263         50,7263
48.0919         48,0919
50.7514         50,7514
49.9346         49,9346
48.7655         48,7655
49.1431         49,1431
50.2442         50,2442
50.3879         50,3879
50.0433         50,0433
51.2623         51,2623
48.8122         48,8122
48.7454         48,7454
50.0821         50,0821
50.1847         50,1847
50.6136         50,6136
48.5165         48,5165
48.9836         48,9836
50.3251         50,3251
49.4531         49,4531
49.1752         49,1752
49.4951         49,4951
50.7238         50,7238
48.1329         48,1329
51.3131         51,3131
50.7170         50,7170
50.9402         50,9402
50.0713         50,0713
49.7573         49,7573
50.2800         50,2800
51.0339         51,0339
50.5637         50,5637
49.8891         49,8891
50.6859         50,6859
51.6392         51,6392
51.2644         51,2644
49.5050         49,5050
50.4419         50,4419
50.8124         50,8124
50.2367         50,2367
50.3358         50,3358
50.8302         50,8302
49.1329         49,1329
50.8453         50,8453
49.2568         49,2568
50.2712         50,2712
50.7160         50,7160
49.2255         49,2255
49.7982         49,7982
51.0438         51,0438
49.1908         49,1908
48.9799         48,9799
49.3563         49,3563
50.6811         50,6811
49.7729         49,7729
49.2445         49,2445
51.8459         51,8459
51.6037         51,6037
49.7472         49,7472
49.1362         49,1362
50.2867         50,2867
49.9448         49,9448
50.0671         50,0671
49.1089         49,1089
49.8927         49,8927
50.0740         50,0740
48.9059         48,9059
49.9560         49,9560
50.3253         50,3253
49.8097         49,8097
49.0498         49,0498
50.4597         50,4597
51.8177         51,8177
48.9760         48,9760
50.0675         50,0675
50.5663         50,5663
50.8823         50,8823
49.5542         49,5542
49.7061         49,7061
50.2301         50,2301
49.1997         49,1997
49.0654         49,0654
49.6477         49,6477
49.8116         49,8116
49.0057         49,0057
50.3185         50,3185
52.4813         52,4813
50.2249         50,2249
49.3652         49,3652
50.2503         50,2503
49.1255         49,1255
49.8672         49,8672
49.7381         49,7381
51.5473         51,5473
50.1386         50,1386
50.2166         50,2166
50.2959         50,2959
49.4007         49,4007
48.7648         48,7648
49.0293         49,0293
49.5181         49,5181
48.9432         48,9432
49.6026         49,6026
51.0743         51,0743
51.4333         51,4333
50.5026         50,5026
49.6555         49,6555
50.5094         50,5094
51.3555         51,3555
49.6432         49,6432
51.5809         51,5809
52.7432         52,7432
49.9947         49,9947
49.8511         49,8511
49.4611         49,4611
49.2001         49,2001
49.9688         49,9688
50.7053         50,7053
50.9234         50,9234
49.3200         49,3200
48.0232         48,0232
51.4261         51,4261
49.4521         49,4521
49.7675         49,7675
47.8548         47,8548
50.8063         50,8063
50.2508         50,2508
50.0815         50,0815
50.3502         50,3502
50.7357         50,7357
50.1199         50,1199
49.9015         49,9015
49.6625         49,6625
49.3682         49,3682
49.6745         49,6745
49.5804         49,5804
50.1997         50,1997
50.9384         50,9384
49.2628         49,2628
51.8264         51,8264
50.8861         50,8861
51.3678         51,3678
49.0528         49,0528
50.0222         50,0222
49.7790         49,7790
48.0728         48,0728
49.7641         49,7641
50.0639         50,0639
47.9478         47,9478
49.4574         49,4574
49.0133         49,0133
50.0624         50,0624
50.0494         50,0494
50.8722         50,8722
50.3419         50,3419
48.7878         48,7878
51.0797         51,0797
49.7319         49,7319
50.0216         50,0216
51.4732         51,4732
48.2808         48,2808
50.4222         50,4222
48.8594         48,8594
50.4696         50,4696
49.7065         49,7065
50.1131         50,1131
50.0289         50,0289
50.0937         50,0937
49.3090         49,3090
50.1839         50,1839
50.7051         50,7051
48.4190         48,4190
49.0186         49,0186
49.1472         49,1472
49.2028         49,2028
50.5059         50,5059
49.6033         49,6033
49.6504         49,6504
50.6844         50,6844
51.9146         51,9146
51.3209         51,3209
49.4646         49,4646
49.9256         49,9256
49.3802         49,3802
50.7555         50,7555
47.6314         47,6314
50.5958         50,5958
48.6787         48,6787
50.3410         50,3410
51.4927         51,4927
50.1746         50,1746
50.2110         50,2110
48.3435         48,3435
49.5809         49,5809
47.8781         47,8781
50.8093         50,8093
50.5372         50,5372
49.7700         49,7700
51.7125         51,7125
49.6874         49,6874
48.9426         48,9426
50.3421         50,3421
48.2015         48,2015
49.2458         49,2458
51.2924         51,2924
49.4245         49,4245
49.5685         49,5685
49.1588         49,1588
50.8859         50,8859
49.3476         49,3476
49.8398         49,8398
48.5342         48,5342
49.5018         49,5018
49.6563         49,6563
50.2606         50,2606
47.9280         47,9280
49.1256         49,1256
50.7639         50,7639
48.6650         48,6650
49.3424         49,3424
48.0418         48,0418
50.0590         50,0590
48.5965         48,5965
49.1976         49,1976
49.7814         49,7814
49.0829         49,0829
52.2309         52,2309
50.7465         50,7465
51.6956         51,6956
48.6200         48,6200
48.9496         48,9496
